BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,Other,Distribution Center,Parking,Hotel,Restaurant,Supermarket/Grocery Store,Medical Office,Non-Refrigerated Warehouse,K-12 School,Retail Store,Worship Facility,Office,grouped_usetypes
NonResidential,Large Office,LAKE UNION,1988,1.0,3,124071,0.230876,0.999569,0.000431,0.0,4991360.5,51.70000076,34.9,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778127040162488,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2000,1.0,4,90000,0.405867,1.0,0.0,0.0,3897738.0,43.29999924,27.17,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2001,1.0,3,96041,0.350986,1.0,0.0,0.0,5413418.0,87.0,37.74,0.39,0.0,0.0,0.35098551660228444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479732614196021,0.0
NonResidential,Large Office,LAKE UNION,1999,1.0,3,280957,0.408707,0.970071,0.029721,0.0,11325513.0,68.69999695,94.47,0.34,0.0,0.0,0.33418992941980447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430688681897942,0.026694476378947667
NonResidential,Large Office,LAKE UNION,1999,1.0,4,243334,0.423418,0.938143,0.061857,0.0,8651835.0,62.20000076,85.01,0.35,0.0,0.0,0.1008860249697946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712107638061266,0.0
NonResidential,Mixed Use Property,DOWNTOWN,1991,1.0,6,154660,0.0,0.659673,0.008979,0.331347,52960796.0,209.3000031,1623.34,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3532652269494374
NonResidential,Large Office,GREATER DUWAMISH,1982,1.0,5,390295,0.310983,1.0,0.0,0.0,7683885.0,31.60000038,53.57,0.14,0.0,0.0,0.27775913091379595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226520964911157,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1967,1.0,2,90000,0.0,0.890687,0.109313,0.0,1429146.375,15.89999962,17.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0
NonResidential,Retail Store,GREATER DUWAMISH,1966,1.0,1,50200,0.0,0.484468,0.515532,0.0,1047461.0,20.89999962,32.22,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,BALLARD,1925,1.0,6,94033,0.065934,0.60339,0.39661,0.0,4758198.0,56.59999847,120.24,1.28,0.0,0.0,0.04785554007635617,0.0,0.0,0.0,0.0,0.0,0.0,0.2631416630331905,0.0,0.5741920389650442,0.0
NonResidential,Warehouse,BALLARD,1941,1.0,2,63240,0.0,0.375314,0.624687,0.0,227566.7031,3.599999905,8.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Other,BALLARD,2008,1.0,5,322869,0.565102,0.626742,0.373258,0.0,17085344.0,130.6999969,413.35,1.28,0.0,0.0,0.5651022550941713,0.0,0.0,0.0,0.0,0.0,0.0,0.4049444201827986,0.0,0.0,0.0
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1988,1.0,4,130293,0.179595,0.999999,0.0,0.0,465533.3125,3.599999905,3.25,0.02,0.0,0.0,0.06754008273660135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1997,1.0,4,106041,0.0,0.657812,0.342188,0.0,1123943.0,10.60000038,25.58,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1956,1.0,3,94470,0.0,0.432514,0.567486,0.0,1000796.875,10.60000038,33.18,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NonResidential,Large Office,DOWNTOWN,2002,1.0,10,181694,0.210167,1.0,0.0,0.0,7637986.0,49.90000153,53.25,0.29,0.011860600790339803,0.0,0.1483042918313208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301870177331118,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,22780,0.0,0.999999,0.0,0.0,402051.3125,17.60000038,2.8,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1967,1.0,1,124472,0.0,0.209699,0.790301,0.0,5464762.0,43.90000153,237.36,1.91,0.0,0.9996063371681985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Large Office,DOWNTOWN,1970,1.0,22,227556,0.433107,1.0,0.0,0.0,8493420.0,37.29999924,59.21,0.26,0.0,0.0,0.34227968886779514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1967,1.0,1,50065,0.0,0.546751,0.453249,0.0,1529510.25,30.60000038,42.65,0.85,0.0,0.9970638170378507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1969,1.0,1,57540,0.0,0.507604,0.492396,0.0,2582687.0,44.90000153,76.68,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,85400,0.0,1.0,0.0,0.0,1536998.25,18.0,10.72,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,55700,0.0,1.0,0.0,0.0,519806.0938,9.300000191,3.62,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1964,1.0,1,53250,0.0,0.584205,0.415795,0.0,1794187.25,34.0,46.93,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907793427230047,0.0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1987,1.0,6,78672,0.361336,0.866397,0.133603,0.0,2179719.75,27.70000076,28.63,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Warehouse,NORTHWEST,1986,1.0,3,64660,0.0,0.730579,0.269421,0.0,325513.0,5.0,6.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Mixed Use Property,EAST,1927,1.0,2,75844,0.26275,0.924722,0.075278,0.0,3684188.5,64.80000305,38.48,0.51,0.3750065924792996,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3749934075207004,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1968,1.0,1,161678,0.0,0.676696,0.323304,0.0,9357230.0,57.59999847,204.81,1.27,0.0,1.0046202946597558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1949,1.0,1,101101,0.0,0.999239,0.000761,0.0,21795830.0,215.6000061,152.71,1.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1980,1.0,1,52613,0.0,0.497308,0.502691,0.0,1061458.25,17.79999924,32.02,0.61,0.0,1.1309752342576929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1940,1.0,1,56608,0.0,0.834923,0.165076,0.0,5094197.0,89.59999847,74.31,1.31,0.8009468626342566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035048049745619,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1953,1.0,1,104099,0.0,0.976734,0.023266,0.0,17695420.0,170.0,142.36,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039375978635721766,0.9606240213642783
NonResidential,Supermarket / Grocery Store,NORTHWEST,2003,1.0,1,58184,0.128042,0.540693,0.459307,0.0,14715262.0,284.5,414.43,7.12,0.0,0.0,0.0,0.0,0.0,0.8889385398047573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Supermarket / Grocery Store,NORTH,1980,1.0,1,58480,0.0,0.61674,0.38326,0.0,11054535.0,248.8000031,272.54,4.66,0.0,0.0,0.0,0.0,0.0,0.7597640218878249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,2005,1.0,6,336700,0.370656,0.869573,0.0,0.0,9058916.0,41.59999847,54.92,0.16,0.0,0.0,0.01356994356994357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6473923373923374,0.0
NonResidential,Retail Store,LAKE UNION,1996,1.0,4,264008,0.60602,0.735371,0.264628,0.0,9937707.0,100.5,190.61,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37446971303899884,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,CENTRAL,1914,1.0,2,62220,0.0,0.997644,0.002356,0.0,5444253.5,87.80000305,38.55,0.62,0.0,0.0,0.22147219543555127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9751848280295725,0.021279331404693024
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1970,1.0,1,65430,0.0,0.536237,0.463763,0.0,3181045.5,46.20000076,90.24,1.38,0.12443833104080697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281980742778542,0.0
NonResidential,Large Office,NORTHEAST,2006,1.0,3,102290,0.414899,0.975326,0.024674,0.0,6062770.5,72.40000153,49.17,0.48,0.0,0.0,0.1815915534265324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184084465734676,0.0
NonResidential,Other,CENTRAL,1926,1.0,3,80004,0.0,1.0,0.0,0.0,12232124.0,163.3999939,85.28,1.07,0.935753212339383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1991,1.0,2,323916,0.0,0.442181,0.557819,0.0,8024064.5,24.79999924,262.45,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8135689499746848,0.0,0.0,0.0,0.1864310500253152,0.0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1932,1.0,14,304052,0.0,0.896141,0.103859,0.0,21027396.0,69.40000153,247.35,0.81,0.0,0.0,0.5146718324497126,0.0,0.0,0.0,0.2764392223698578,0.0,0.0,0.0,0.0,0.7200018417902201,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1978,1.0,4,85385,0.365521,1.0,0.0,0.0,4855036.5,91.40000153,33.85,0.4,0.0,0.0,0.29894009486443757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5883351876793348,0.033671019499912164
NonResidential,Distribution Center,GREATER DUWAMISH,1989,1.0,2,98024,0.0,0.690546,0.309454,0.0,1988334.5,20.39999962,42.25,0.43,0.0,0.651840365624745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34391577572839305,0.0
NonResidential,Mixed Use Property,LAKE UNION,1928,1.0,1,65000,0.230769,0.619274,0.380726,0.0,2603931.25,86.80000305,63.89,0.98,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0
NonResidential,Large Office,LAKE UNION,1990,1.0,5,144573,0.460805,1.0,0.0,0.0,5135040.0,65.40000153,35.8,0.25,0.0,0.0,0.4610127755528349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5431235431235432,0.0
NonResidential,Retail Store,NORTH,1950,1.0,2,302812,0.0,0.766757,0.233243,0.0,7290824.5,24.10000038,129.29,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1974,1.0,5,86400,0.0,0.450404,0.549596,0.0,9080022.0,116.0999985,293.55,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9050925925925926,0.0
NonResidential,Other,North,1969,0.0,2,98539,0.0,0.966222,0.033778,0.0,5450441.5,55.29999924,46.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1981,1.0,6,86483,0.0,1.0,0.0,0.0,6361236.5,73.59999847,44.35,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Distribution Center,DELRIDGE,1976,1.0,1,51600,0.0,0.725191,0.274809,0.0,1124543.125,21.79999924,22.1,0.43,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
NonResidential,Warehouse,DELRIDGE,1968,1.0,1,140520,0.0,0.588864,0.411136,0.0,2225512.0,15.80000019,57.73,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1986,1.0,5,154029,0.404989,0.875827,0.124173,0.0,4636396.5,50.59999847,58.88,0.38,0.0,0.0,0.43036051652610874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5949853598997591,0.0
NonResidential,Other,NORTHWEST,2005,1.0,3,161789,0.56824,0.997701,0.002299,0.0,6963616.5,99.69999695,49.28,0.3,0.0,0.0,0.5682401152117882,0.0,0.0,0.0,0.4317598847882118,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Medical Office,NORTHWEST,2005,1.0,3,63909,0.0,1.0,0.0,0.0,4765753.5,74.59999847,33.22,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.9493185623308141,0.0,0.0,0.050681437669185876,0.0,0.0,0.0
NonResidential,Warehouse,NORTHWEST,1948,1.0,2,53472,0.0,0.392342,0.607659,0.0,971155.625,17.10000038,34.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8760846798324357,0.0,0.0,0.0,0.18763090963494913,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1980,1.0,1,50417,0.0,0.462822,0.537178,0.0,1847401.0,36.59999847,58.67,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Restaurant,DOWNTOWN,1900,1.0,1,43728,0.0,0.0,1.0,0.0,11508035.0,263.2000122,611.19,13.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Medical Office,NORTHWEST,1961,1.0,3,133298,0.0,0.741652,0.258347,0.0,15640994.0,117.3000031,295.48,2.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Retail Store,NORTH,1965,1.0,2,168619,0.0,0.845264,0.154736,0.0,6455828.5,37.29999924,91.1,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0266102870969465,0.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,2002,0.0,5,251827,0.449984,0.618967,0.381033,0.0,47102428.0,280.3999939,1156.45,4.59,0.0,0.0,0.449983520432678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33356232651780787,0.33356232651780787
NonResidential,Large Office,LAKE UNION,2000,1.0,4,175885,0.405862,1.0,0.0,0.0,6486377.5,62.40000153,45.22,0.26,0.0,0.0,0.40589021235466355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911248827358786,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1969,1.0,2,104786,0.0,0.648321,0.351679,0.0,1028376.875,9.800000191,23.86,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,2000,1.0,1,53040,0.784314,0.540086,0.459914,0.0,1770027.5,34.40000153,49.9,0.94,0.9695889894419306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1973,0.0,1,110689,0.0,0.152289,0.847711,0.0,2339814.25,21.10000038,107.83,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1948,1.0,1,53620,0.0,0.918225,0.081775,0.0,2058955.25,38.40000153,22.12,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1938,1.0,1,50008,0.0,0.709146,0.290854,0.0,3202213.0,64.0,65.3,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2009,1.0,4,291176,0.344039,0.98915,0.010849,0.0,6657348.5,34.20000076,49.74,0.17,0.0,0.0,0.38189273841250654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685784542682089,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1957,1.0,1,50832,0.0,0.240684,0.759316,0.0,2551022.25,50.20000076,107.16,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8640226628895185,0.0,0.0,0.0,0.1359773371104816,0.0
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1971,1.0,1,76354,0.0,0.996444,0.003556,0.0,2843033.5,37.20000076,20.29,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017287895853524
NonResidential,Warehouse,GREATER DUWAMISH,1956,1.0,1,98480,0.0,0.84877,0.15123,0.0,2831565.5,28.79999924,39.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Mixed Use Property,LAKE UNION,1904,1.0,2,53002,0.0,0.748053,0.251947,0.0,3441643.25,64.40000153,64.0,1.21,0.0,0.0,0.5174710388287235,0.0,0.0,0.0,0.0,0.0,0.0,0.5962416512584431,0.0,0.0,0.3420625636768424
NonResidential,Mixed Use Property,LAKE UNION,2008,1.0,3,175918,0.291147,0.534739,0.465261,0.0,22530168.0,232.3000031,640.71,3.64,0.0,0.0,0.3309382780613695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793642492524926,0.17184142611898726
NonResidential,Other,LAKE UNION,1920,1.0,3,169785,0.375663,0.691693,0.308307,0.0,19155416.0,180.6999969,406.02,2.39,0.624336661071355,0.0,0.37566333892864506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Large Office,LAKE UNION,1971,1.0,11,124721,0.0,0.58065,0.41935,0.0,13898181.0,111.4000015,365.79,2.93,0.0,0.0,0.0962147513249573,0.0,0.1250791767224445,0.0,0.0,0.0,0.0,0.0,0.0,0.8626774961714547,0.0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1970,1.0,7,94002,0.0,1.0,0.0,0.0,5662234.0,60.29999924,39.47,0.42,0.0,0.0,0.33348226633475886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989681070615519,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1974,1.0,1,93020,0.0,1.0,0.0,0.0,1252323.875,13.5,8.73,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Other,DOWNTOWN,1946,1.0,1,23000,0.0,0.36652,0.633481,0.0,711118.375,30.89999962,25.74,1.12,0.8830434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11693913469565217,0.0
NonResidential,Supermarket / Grocery Store,SOUTHEAST,2002,1.0,1,61053,0.0,0.645283,0.354717,0.0,13133225.0,241.3000031,306.5,5.02,0.0,0.0,0.0,0.0,0.0,0.8915859990500057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1904,1.0,5,78920,0.0,1.0,0.0,0.0,2830674.75,36.0,19.73,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954891028890015,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,7,99440,0.0,0.709243,0.290757,0.0,6606832.5,74.30000305,134.69,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23991351568785196,0.0,0.6545454545454545,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1907,1.0,6,73260,0.0,1.0,0.0,0.0,2853189.5,44.70000076,19.89,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8718400218400219,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,69817,0.0,0.571662,0.074316,0.354021,2178074.5,35.90000153,76.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3729607402208631,0.0,0.49625449389117265,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,84750,0.0,0.881663,0.118337,0.0,2094724.625,29.79999924,26.04,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49096165191740415,0.3390442477876106
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,6,75496,0.176433,1.0,0.0,0.0,3570161.75,59.29999924,24.89,0.33,0.0,0.0,0.0,0.0,0.06210925082123556,0.0,0.0,0.0,0.0,0.12900021193175798,0.0,0.6066414114655081,0.0
NonResidential,Large Office,DOWNTOWN,1900,1.0,4,164380,0.0,0.809419,0.138392,0.052188,7655751.0,53.0,130.31,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265056576225818,0.0,0.7519588757756418,0.0
NonResidential,Large Office,DOWNTOWN,1907,1.0,7,160580,0.0,0.695099,0.224828,0.080072,4336187.5,27.0,99.59,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nonresidential COS,Other,DOWNTOWN,1906,1.0,3,67755,0.0,1.0,0.0,0.0,1904480.0,29.10000038,13.28,0.2,0.49659803704523653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29082724522175485,0.17693159176444542
NonResidential,Mixed Use Property,GREATER DUWAMISH,1910,1.0,3,56700,0.0,0.862472,0.137528,0.0,2371575.0,41.79999924,31.58,0.56,0.0,0.318342151675485,0.0,0.0,0.0,0.0,0.0,0.21869488536155202,0.0,0.0,0.0,0.46296296296296297,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1922,1.0,1,82852,0.0,0.4913,0.5087,0.0,2153603.5,26.29999924,65.56,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057403562979772,0.0,0.2810070969922271,0.0,0.0,0.0
NonResidential,Other,GREATER DUWAMISH,1953,1.0,2,76442,0.0,0.428679,0.571321,0.0,3978277.0,52.29999924,132.6,1.73,0.6606315899636326,0.2354726459276314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09947411109076162,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1962,1.0,2,92792,0.0,0.641602,0.358398,0.0,3155496.0,31.89999962,74.18,0.8,0.0,0.9197236830761273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447861884645228,0.0
NonResidential,Other,GREATER DUWAMISH,1941,2.0,2,125519,0.0,1.0,0.0,0.0,2244317.0,15.69999981,15.65,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1384810267768226
NonResidential,Large Office,GREATER DUWAMISH,1900,1.0,4,129000,0.2,1.0,0.0,0.0,4374646.0,41.70000076,30.5,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812937984496124,0.0
NonResidential,Warehouse,GREATER DUWAMISH,1954,1.0,1,78814,0.0,0.736829,0.263171,0.0,861972.875,10.89999962,16.48,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1904,1.0,4,58970,0.0,0.648709,0.351291,0.0,1776411.75,30.39999962,41.18,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19671019162285908,0.0,0.0,0.0,0.6761064948278785,0.11870442597931151
NonResidential,Distribution Center,GREATER DUWAMISH,1910,1.0,6,75600,0.142857,1.0,0.0,0.0,2688675.75,43.70000076,18.74,0.25,0.0,0.6751322751322751,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0
NonResidential,Distribution Center,GREATER DUWAMISH,1907,1.0,4,56270,0.0,1.0,0.0,0.0,1056782.125,18.79999924,7.37,0.13,0.0,0.7087968722232095,0.0,0.0,0.0,0.0,0.0,0.16474142527101476,0.0,0.0,0.0,0.07314732539541496,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1904,1.0,4,66842,0.0,0.616471,0.383529,0.0,5608600.5,104.5999985,138.35,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1572963107028515,0.0,0.6451332994225187,0.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,6,75288,0.143449,0.99987,0.00013,0.0,2891605.0,44.09999847,20.18,0.27,0.0,0.0,0.14501647008819465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870098820529168,0.0
NonResidential,Large Office,DOWNTOWN,1904,1.0,7,184322,0.0,1.0,0.0,0.0,9722890.0,52.70000076,67.78,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977973329282451,0.002202667071754864
NonResidential,Large Office,DOWNTOWN,2009,1.0,7,287853,0.0,0.996694,0.003306,0.0,25567108.0,89.40000153,182.14,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042042292420089424,0.0,0.9512216304850045,0.0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1914,1.0,2,64512,0.0,0.494649,0.505351,0.0,5968153.5,94.69999695,180.76,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0
