BuildingType,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Large Office,47.6037,-122.33447,1958,1.0,17,378525,0.223499,0.561511,0.0,0.438489,24906132.0,105.1999969,940.47,2.48
NonResidential,Large Office,47.60505,-122.33427,1983,1.0,47,1323055,0.0,0.996379,0.003621,0.0,44683660.0,42.59999847,318.97,0.24
NonResidential,Large Office,47.60567,-122.33511,1986,1.0,41,589921,0.219406,1.0,0.0,0.0,24603420.0,51.20000076,171.52,0.29
NonResidential,Small- and Mid-Sized Office,47.60542,-122.33588,1950,1.0,6,91091,0.015281,0.738107,0.0,0.261893,1835804.875,20.5,46.56,0.51
NonResidential,Large Office,47.60581,-122.33664,1968,1.0,8,157941,0.398839,1.0,0.0,0.0,3743228.5,44.09999847,26.1,0.17
NonResidential,Large Office,47.60614,-122.33674,1991,1.0,29,635303,0.310452,0.990081,0.0,0.009919,18221224.0,34.90000153,139.72,0.22
NonResidential,Large Office,47.60655,-122.33533,1980,1.0,34,776762,0.209336,0.997079,0.002921,0.0,32552428.0,53.70000076,231.32,0.3
NonResidential,Large Office,47.60671,-122.33456,1972,1.0,14,186768,0.127297,0.776479,0.0,0.223521,9641043.0,52.70000076,218.53,1.17
NonResidential,Large Office,47.60615,-122.33388,1969,1.0,49,1123435,0.328439,0.84978,0.15022,0.0,45163308.0,52.70000076,627.87,0.56
NonResidential,Large Office,47.60549,-122.33319,2002,1.0,37,1052469,0.156223,1.0,0.0,0.0,41213584.0,46.29999924,287.32,0.27
NonResidential,Large Office,47.60616,-122.33165,1973,1.0,42,617684,0.27765,0.987299,0.0,0.012701,69519808.0,115.9000015,546.65,0.88
NonResidential,Large Office,47.60471,-122.33261,1907,1.0,8,201480,0.0,0.818425,0.0,0.181574,8921778.0,44.29999924,175.95,0.87
Nonresidential COS,Large Office,47.60501,-122.32988,1990,1.0,63,1354987,0.117787,1.0,0.0,0.0,61576184.0,50.40000153,429.27,0.32
Nonresidential COS,Large Office,47.60421,-122.32919,2001,1.0,14,310490,0.0,0.761663,0.238336,0.0,21169502.0,71.0,380.37,1.23
Nonresidential COS,Large Office,47.60377,-122.32971,2003,1.0,8,199530,0.153661,0.661321,0.338679,0.0,13214416.0,73.19999695,298.61,1.5
NonResidential,Large Office,47.60249,-122.32854,2006,1.0,13,372242,0.141583,0.812561,0.187439,0.0,13843866.0,43.29999924,216.24,0.58
NonResidential,Large Office,47.60193,-122.32812,1909,1.0,7,114395,0.072521,0.597361,0.402638,0.0,2746560.75,28.39999962,70.17,0.61
NonResidential,Retail Store,47.66024,-122.31278,1978,1.0,2,89200,0.0,0.851003,0.148997,0.0,6461937.0,72.40000153,89.47,1.0
NonResidential,Large Office,47.66072,-122.31466,1971,1.0,23,474546,0.0,1.0,0.0,0.0,28450436.0,60.0,198.34,0.42
NonResidential,Other,47.6606,-122.31512,1969,1.0,5,36000,0.0,1.0,0.0,0.0,30038490.0,834.4000244,209.41,5.82
NonResidential,Small- and Mid-Sized Office,47.661,-122.31626,1961,0.0,5,99005,0.0,0.605524,0.394476,0.0,4728488.5,59.40000153,119.03,1.2
NonResidential,Large Office,47.66065,-122.31689,2002,1.0,6,135051,0.327639,1.0,0.0,0.0,4426136.0,46.09999847,30.86,0.23
NonResidential,Large Office,47.65999,-122.31741,2002,1.0,5,220649,0.374894,1.0,0.0,0.0,7046345.5,48.29999924,49.12,0.22
NonResidential,Self-Storage Facility,47.61591,-122.33238,1964,1.0,5,93660,0.0,1.0,0.0,0.0,873221.875,9.300000191,6.09,0.07
NonResidential,Large Office,47.61597,-122.33086,1980,1.0,18,413715,0.156291,1.0,0.0,0.0,24224888.0,69.59999847,168.88,0.41
NonResidential,Mixed Use Property,47.6177,-122.3306,2000,1.0,11,381381,0.512928,0.990379,0.009621,0.0,9765777.0,48.40000153,72.42,0.19
NonResidential,Large Office,47.61695,-122.32965,1988,1.0,20,497513,0.238675,0.991764,0.008236,0.0,26823218.0,73.0,197.19,0.4
NonResidential,Large Office,47.61431,-122.34244,1979,1.0,24,543876,0.21461,1.0,0.0,0.0,25307744.0,59.70000076,176.43,0.32
NonResidential,Mixed Use Property,47.6177,-122.3545,1980,1.0,4,109347,0.353919,0.910747,0.089253,0.0,8218155.5,116.3000031,91.13,0.83
NonResidential,Large Office,47.6182,-122.352,1982,1.0,6,396626,0.313182,1.0,0.0,0.0,20361158.0,74.30000305,141.95,0.36
NonResidential,Large Office,47.61598,-122.34369,2002,1.0,6,287471,0.290781,1.0,0.0,0.0,14913424.0,74.90000153,103.97,0.36
NonResidential,Large Office,47.61734,-122.34434,1947,1.0,3,192630,0.25184,0.964875,0.035124,0.0,5357833.0,36.70000076,46.03,0.24
NonResidential,Large Office,47.6176,-122.35686,1984,1.0,8,253103,0.244904,1.0,0.0,0.0,29949248.0,161.1999969,208.79,0.82
NonResidential,Supermarket / Grocery Store,47.7019,-122.36374,1956,1.0,1,60880,0.0,0.568437,0.431563,0.0,14293972.0,231.8000031,384.27,6.31
NonResidential,Small- and Mid-Sized Office,47.60227,-122.33202,1900,1.0,5,50176,0.0,0.967056,0.032944,0.0,2933288.75,46.59999847,24.91,0.5
NonResidential,Large Office,47.60198,-122.33174,1912,1.0,42,304346,0.0,0.483175,0.473216,0.043608,23262244.0,88.40000153,741.3,2.44
NonResidential,Warehouse,47.54066,-122.33023,1977,1.0,1,128800,0.0,0.205544,0.794456,0.0,1809101.5,14.0,78.92,0.61
NonResidential,Large Office,47.60932,-122.33388,1927,1.0,8,321945,0.0,0.729022,0.0,0.270978,13656587.0,60.40000153,355.05,1.1
NonResidential,Large Office,47.60842,-122.33305,1964,1.0,22,336330,0.0,0.692476,0.024368,0.283155,18967014.0,71.90000153,530.66,1.58
NonResidential,Large Office,47.60869,-122.33588,1960,1.0,21,298426,0.0,0.528714,0.0,0.471286,27076922.0,90.69999695,1084.79,3.64
NonResidential,Large Office,47.60896,-122.33481,1976,1.0,42,635824,0.0,1.0,0.0,0.0,48479988.0,62.90000153,337.97,0.53
NonResidential,Hotel,47.60804,-122.33391,1923,1.0,12,542305,0.0,0.426273,0.070252,0.503475,56485204.0,104.1999969,2573.75,4.75
NonResidential,Retail Store,47.57936,-122.29744,1980,1.0,2,291940,0.0,0.849876,0.150124,0.0,11688601.0,40.0,162.45,0.56
NonResidential,Mixed Use Property,47.52871,-122.29443,1970,0.0,1,88400,0.0,0.577367,0.422633,0.0,4383100.5,48.29999924,116.03,1.31
NonResidential,Warehouse,47.72912,-122.34677,1960,1.0,1,52311,0.0,0.018015,0.981985,0.0,930611.875,18.20000076,48.65,0.93
NonResidential,Other,47.62323,-122.33028,2009,1.0,5,141131,0.493938,1.0,0.0,0.0,3085814.0,43.09999847,21.51,0.15
NonResidential,Large Office,47.62333,-122.3296,2001,1.0,5,176532,0.396908,1.0,0.0,0.0,5803409.0,56.09999847,40.46,0.23
NonResidential,Warehouse,47.65825,-122.3683,1973,1.0,1,52500,0.0,0.76823,0.231769,0.0,3989399.0,72.19999695,70.47,1.34
NonResidential,Warehouse,47.66587,-122.38476,1959,1.0,2,57300,0.0,0.406516,0.593484,0.0,4560492.0,79.59999847,156.67,2.73
NonResidential,Large Office,47.61429,-122.35263,1916,1.0,6,350310,0.0,0.882463,0.117537,0.0,18102026.0,53.29999924,224.36,0.64
NonResidential,Large Office,47.60723,-122.33611,1988,1.0,55,1400000,0.203571,0.932058,0.026881,0.041061,53079164.0,46.70000076,588.9,0.42
NonResidential,Hotel,47.60968,-122.33379,1930,1.0,21,305548,0.0,0.432207,0.084991,0.482801,33729336.0,108.8000031,1510.85,4.94
NonResidential,Large Office,47.61054,-122.33466,1989,1.0,46,1536606,0.333598,0.948096,0.051904,0.0,56606136.0,51.90000153,530.18,0.35
NonResidential,Large Office,47.61003,-122.33452,1958,1.0,10,135918,0.0,0.669777,0.0,0.330223,6423556.5,44.40000153,193.72,1.43
NonResidential,Retail Store,47.61159,-122.33601,1914,1.0,4,79957,0.0,1.0,0.0,0.0,5252131.0,80.30000305,36.61,0.46
NonResidential,Large Office,47.61125,-122.33494,1983,1.0,29,500000,0.0,1.0,0.0,0.0,18848780.0,44.29999924,131.4,0.26
NonResidential,Large Office,47.61005,-122.3361,1926,0.0,10,132326,0.0,0.945132,0.000423,0.054445,6029020.0,52.70000076,65.2,0.49
NonResidential,Large Office,47.61033,-122.3357,1984,1.0,6,109830,0.120186,1.0,0.0,0.0,7335905.5,87.90000153,51.14,0.47
NonResidential,Hotel,47.60996,-122.33572,1973,0.0,19,332067,0.178518,0.524024,0.06349,0.412486,37785552.0,113.8000031,1468.5,4.42
NonResidential,Large Office,47.60991,-122.33687,1910,1.0,10,130513,0.0,0.587664,0.358176,0.05416,11651200.0,89.30000305,318.08,2.44
NonResidential,Small- and Mid-Sized Office,47.60953,-122.33647,1920,1.0,8,60660,0.0,1.0,0.0,0.0,2586116.0,55.29999924,18.03,0.3
NonResidential,Large Office,47.60902,-122.33674,1929,1.0,14,137350,0.0,0.645173,0.0,0.354826,6366084.5,51.09999847,202.99,1.48
NonResidential,Large Office,47.60923,-122.33625,1929,1.0,15,151039,0.0,0.476726,0.0,0.523274,5446624.0,43.40000153,238.09,1.58
NonResidential,Large Office,47.61022,-122.33745,1985,1.0,30,755000,0.17836,0.82717,0.162885,0.009945,52226204.0,78.09999847,793.05,1.05
NonResidential,Small- and Mid-Sized Office,47.60995,-122.33904,1906,1.0,4,63540,0.0,0.690156,0.309844,0.0,3518459.5,62.0,74.83,1.18
NonResidential,Large Office,47.60987,-122.33824,1927,1.0,10,130893,0.0,1.0,0.0,0.0,6962073.0,57.20000076,48.54,0.37
NonResidential,Mixed Use Property,47.60821,-122.33899,1910,1.0,5,79920,0.0,1.0,0.0,0.0,3009463.75,37.70000076,20.98,0.26
Campus,Mixed Use Property,47.60881,-122.34119,1908,1.0,4,137400,0.0,0.692395,0.307605,0.0,14940504.0,122.8000031,316.2,2.3
NonResidential,Other,47.61164,-122.33446,1996,1.0,6,147852,0.584564,0.736445,0.263555,0.0,9671619.0,157.5,185.03,1.25
NonResidential,Other,47.61185,-122.33421,1996,0.0,4,267335,0.624535,0.71082,0.28918,0.0,7273155.5,74.69999695,147.75,0.55
NonResidential,Large Office,47.61043,-122.33206,1989,1.0,56,1605578,0.242816,0.930613,0.050896,0.018491,49517704.0,36.79999924,525.78,0.33
NonResidential,Large Office,47.60967,-122.33229,1980,1.0,36,794592,0.0,0.975339,0.024661,0.0,26689658.0,35.20000076,216.43,0.27
NonResidential,Large Office,47.60909,-122.33202,1971,1.0,21,456304,0.204259,1.0,0.0,0.0,19397324.0,56.59999847,135.23,0.3
NonResidential,Large Office,47.61029,-122.34089,1986,1.0,12,115857,0.130678,1.0,0.0,0.0,4757299.5,45.20000076,33.17,0.29
NonResidential,Small- and Mid-Sized Office,47.61116,-122.34748,1999,1.0,4,87500,0.2,1.0,0.0,0.0,4549892.0,63.40000153,31.72,0.36
NonResidential,Large Office,47.6117,-122.34778,1998,1.0,11,374405,0.493519,1.0,0.0,0.0,13329024.0,69.09999847,92.92,0.25
NonResidential,Other,47.61252,-122.34351,1985,1.0,12,193500,0.196382,1.0,0.0,0.0,14436982.0,98.40000153,100.65,0.52
NonResidential,Large Office,47.61108,-122.34217,1923,1.0,11,102846,0.0,0.34659,0.0,0.65341,5327249.5,52.5,281.55,2.74
NonResidential,Small- and Mid-Sized Office,47.61304,-122.34059,1925,1.0,4,52800,0.0,0.754185,0.245814,0.0,2429021.0,46.90000153,44.48,0.84
Campus,Mixed Use Property,47.61229,-122.33903,1913,3.0,10,258497,0.0,0.812184,0.0,0.187816,20779796.0,77.30000305,418.9,1.62
NonResidential,Retail Store,47.61098,-122.33815,1929,1.0,8,861702,0.0,0.834168,9.9e-05,0.165732,17666646.0,19.89999962,328.83,0.38
NonResidential,Other,47.61,-122.32922,1999,1.0,5,206950,0.470645,0.915432,0.0,0.084568,19295226.0,93.19999695,249.09,1.2
NonResidential,Other,47.61048,-122.32837,1988,1.0,9,46710,0.0,0.652875,0.0,0.347125,4169431.5,89.30000305,130.69,2.8
NonResidential,Medical Office,47.61048,-122.32837,1945,1.0,3,266000,0.390977,0.855604,0.110127,0.034269,13911761.0,85.90000153,201.15,0.76
NonResidential,Medical Office,47.60921,-122.32425,1992,1.0,14,690158,0.590872,1.0,0.0,0.0,21156670.0,78.19999695,147.49,0.21
NonResidential,Mixed Use Property,47.61915,-122.34857,2001,1.0,6,378443,0.46945,0.971554,0.028446,0.0,55073120.0,283.7000122,456.22,1.21
NonResidential,Mixed Use Property,47.61915,-122.34857,2001,1.0,6,213834,0.49067,0.997915,0.002085,0.0,75073888.0,707.2999878,530.59,2.48
NonResidential,Hotel,47.62036,-122.34588,1979,1.0,5,109017,0.269765,0.593725,0.406275,0.0,9474745.0,86.90000153,243.66,2.24
NonResidential,Large Office,47.62177,-122.36158,1981,1.0,5,275734,0.139453,1.0,0.0,0.0,16373232.0,71.69999695,114.14,0.41
NonResidential,Warehouse,47.56064,-122.32522,2001,1.0,1,123061,0.0,1.0,0.0,0.0,1987934.625,16.20000076,13.86,0.11
NonResidential,Distribution Center,47.54868,-122.3255,1963,1.0,1,59090,0.0,0.230166,0.769834,0.0,2756214.75,46.59999847,117.11,1.98
NonResidential,Warehouse,47.5471,-122.32406,1963,1.0,1,106000,0.0,0.999999,0.0,0.0,763364.5,7.199999809,5.32,0.05
NonResidential,Large Office,47.63349,-122.32634,1962,1.0,3,158600,0.242119,0.870659,0.129341,0.0,18309150.0,125.5999985,236.9,1.49
NonResidential,Distribution Center,47.53764,-122.3232,1960,1.0,1,119661,0.0,0.999015,0.000985,0.0,775729.1875,6.5,5.44,0.05
NonResidential,Large Office,47.62958,-122.32826,2001,1.0,7,139200,0.321322,1.0,0.0,0.0,4342597.0,52.90000153,30.27,0.22
NonResidential,Small- and Mid-Sized Office,47.62566,-122.34287,1984,1.0,6,95721,0.354374,1.0,0.0,0.0,3063504.5,32.0,21.36,0.22
NonResidential,Large Office,47.62929,-122.34194,1996,2.0,5,213283,0.540259,1.0,0.0,0.0,5661689.5,53.59999847,39.47,0.19
NonResidential,Large Office,47.64776,-122.33924,2001,1.0,3,103697,0.45957,0.433243,0.566757,0.0,11319836.0,179.1000061,374.92,3.62
NonResidential,Small- and Mid-Sized Office,47.70105,-122.32659,1974,1.0,5,74880,0.0,1.0,0.0,0.0,5134607.5,71.59999847,35.8,0.48
NonResidential,Small- and Mid-Sized Office,47.69999,-122.32663,1979,1.0,6,88774,0.0,1.0,0.0,0.0,6029121.5,70.59999847,42.03,0.47
NonResidential,Large Office,47.69917,-122.3268,1983,1.0,5,122250,0.0,1.0,0.0,0.0,5535626.0,43.5,38.59,0.32
NonResidential,Small- and Mid-Sized Office,47.70063,-122.32487,1979,1.0,4,53730,0.0,1.0,0.0,0.0,4742869.0,88.30000305,33.06,0.62
NonResidential,Small- and Mid-Sized Office,47.5671,-122.36416,1960,1.0,3,55593,0.0,0.672813,0.327187,0.0,4224872.5,76.0,93.23,1.68
NonResidential,Large Office,47.62269,-122.33224,1982,1.0,4,134056,0.454735,1.0,0.0,0.0,4695139.0,65.19999695,32.73,0.24
NonResidential,Retail Store,47.5653,-122.33076,2005,1.0,1,158415,0.0,0.711232,0.288768,0.0,22394416.0,141.3999939,454.49,2.87
NonResidential,Large Office,47.61907,-122.33651,1929,1.0,8,287819,0.0,0.994804,0.005196,0.0,48406556.0,176.0,349.07,1.21
NonResidential,Other,47.60953,-122.32793,1975,1.0,8,158738,0.0,0.753349,0.154978,0.091485,61762380.0,389.1000061,1268.87,7.99
NonResidential,Small- and Mid-Sized Office,47.62003,-122.35706,1985,1.0,4,86995,0.331054,1.0,0.0,0.0,2991674.75,51.40000153,20.86,0.24
NonResidential,Retail Store,47.66057,-122.36857,1999,1.0,1,164437,0.0,0.766679,0.23332,0.0,18390344.0,104.0,326.18,1.98
NonResidential,Large Office,47.62402,-122.33755,2009,1.0,5,184482,0.359027,0.996439,0.003561,0.0,5671256.0,47.40000153,40.47,0.22
NonResidential,Laboratory,47.62348,-122.33743,1928,1.0,3,55200,0.0,0.646912,0.353088,0.0,11594121.0,210.0,269.71,4.89
NonResidential,Laboratory,47.62254,-122.33753,2003,1.0,4,241159,0.463566,0.604764,0.395236,0.0,33713876.0,191.3999939,849.83,3.52
NonResidential,Large Office,47.62286,-122.33804,2004,1.0,6,139282,0.377522,1.0,0.0,0.0,3238216.0,37.29999924,22.57,0.16
NonResidential,Large Office,47.62383,-122.3356,2009,1.0,5,271071,0.364111,0.980124,0.019876,0.0,7851334.5,42.40000153,61.93,0.23
NonResidential,Warehouse,47.62572,-122.33389,1914,1.0,5,127800,0.0,0.919819,0.080181,0.0,2767491.0,21.70000076,29.53,0.23
NonResidential,Large Office,47.62855,-122.33035,2002,1.0,5,560516,0.368584,0.695484,0.304516,0.0,30083496.0,80.80000305,632.4,1.13
NonResidential,Large Office,47.62621,-122.33128,2001,1.0,6,226592,0.419256,0.979636,0.020364,0.0,11963428.0,90.90000153,94.64,0.42
Campus,Other,47.62855,-122.33035,1997,1.0,5,535947,0.0,0.491935,0.508065,0.0,131373880.0,245.1000061,3995.45,7.45
NonResidential,Mixed Use Property,47.62121,-122.33885,2003,1.0,5,159700,0.317182,0.64886,0.351139,0.0,31371618.0,270.3999939,726.96,4.55
NonResidential,Large Office,47.62137,-122.33744,2006,1.0,4,209816,0.351131,0.766725,0.233275,0.0,6917478.5,51.0,122.68,0.58
NonResidential,Large Office,47.62131,-122.33814,2006,1.0,6,303103,0.3626,0.950527,0.049473,0.0,7519466.5,40.70000076,69.59,0.23
NonResidential,Mixed Use Property,47.62002,-122.33687,1954,1.0,3,67380,0.0,0.56833,0.43167,0.0,2755829.0,42.09999847,74.1,1.1
NonResidential,Laboratory,47.62405,-122.34036,1963,1.0,4,102235,0.0,0.629437,0.370563,0.0,24395228.0,236.5,587.16,5.74
NonResidential,Mixed Use Property,47.62405,-122.34036,2008,1.0,5,436497,0.352085,0.662787,0.337213,0.0,45252356.0,171.1999969,1019.53,2.34
NonResidential,Small- and Mid-Sized Office,47.62115,-122.3597,1974,1.0,5,88062,0.236492,1.0,0.0,0.0,3415561.25,52.70000076,23.81,0.27
NonResidential,Small- and Mid-Sized Office,47.62224,-122.3585,1972,1.0,5,87178,0.234188,1.0,0.0,0.0,3632613.75,54.5,25.32,0.29
NonResidential,Small- and Mid-Sized Office,47.62224,-122.3585,1970,1.0,5,87178,0.234188,1.0,0.0,0.0,3493093.75,52.29999924,24.35,0.28
NonResidential,Small- and Mid-Sized Office,47.62014,-122.35768,1971,1.0,5,88000,0.245455,1.0,0.0,0.0,3484915.5,50.0,24.29,0.28
NonResidential,Medical Office,47.65821,-122.31831,1988,1.0,4,196749,0.449329,0.610669,0.389331,0.0,19165116.0,176.8999939,477.87,2.43
NonResidential,Medical Office,47.65884,-122.3183,1994,1.0,4,191276,0.498134,0.950424,0.049575,0.0,8422861.0,87.69999695,77.99,0.41
NonResidential,Self-Storage Facility,47.66838,-122.3931,1946,2.0,2,111445,0.0,0.527868,0.472132,0.0,5697472.5,47.79999924,163.83,1.47
NonResidential,Warehouse,47.56885,-122.37121,1997,1.0,4,98475,0.0,0.705181,0.29482,0.0,1090496.625,11.10000038,22.44,0.23
NonResidential,Hospital,47.62667,-122.32965,2000,1.0,7,351530,0.428,0.627069,0.372931,0.0,42709624.0,198.1000061,1032.63,2.94
NonResidential,Supermarket / Grocery Store,47.7237,-122.29232,1995,1.0,2,308965,0.608088,0.73596,0.26404,0.0,14512786.0,119.9000015,277.98,0.9
NonResidential,Supermarket / Grocery Store,47.56895,-122.33775,2008,1.0,1,63225,0.0,1.0,0.0,0.0,6522551.5,103.1999969,45.47,0.72
Nonresidential COS,Other,47.56548,-122.35378,1955,0.0,1,113780,0.0,0.411489,0.588511,0.0,3574542.25,31.39999962,121.98,1.07
NonResidential,Warehouse,47.56419,-122.34262,1999,1.0,1,243044,0.0,0.502103,0.497897,0.0,1396082.25,4.300000191,41.8,0.17
NonResidential,Other,47.64942,-122.35024,2001,1.0,3,280252,0.557755,1.0,0.0,0.0,11521702.0,93.0,80.32,0.29
NonResidential,Other,47.63549,-122.34103,1952,1.0,3,66462,0.19557,1.0,0.0,0.0,6876439.5,95.5,47.94,0.72
NonResidential,Retail Store,47.72053,-122.34739,1997,1.0,1,131387,0.0,0.878202,0.121798,0.0,8773058.0,81.30000305,110.46,0.84
NonResidential,Warehouse,47.72377,-122.34095,1999,1.0,3,94400,0.0,0.868047,0.131954,0.0,784364.5,11.69999981,10.24,0.11
NonResidential,Other,47.72546,-122.34659,1964,6.0,1,111900,0.0,0.651071,0.348928,0.0,9814820.0,79.0,226.43,2.02
NonResidential,Supermarket / Grocery Store,47.72803,-122.34214,1984,0.0,1,144776,0.0,0.767821,0.232179,0.0,13424079.0,92.69999695,237.39,1.64
NonResidential,Retail Store,47.7249,-122.34332,1967,1.0,1,114000,0.0,0.454943,0.545057,0.0,17225444.0,150.8999939,553.27,4.85
NonResidential,Supermarket / Grocery Store,47.7235,-122.34458,1997,1.0,1,50083,0.0,0.753534,0.246465,0.0,8663691.0,173.0,158.92,3.17
NonResidential,Large Office,47.65086,-122.35412,1988,1.0,3,124071,0.230876,0.999569,0.000431,0.0,4991360.5,51.70000076,34.9,0.28
NonResidential,Small- and Mid-Sized Office,47.64963,-122.35158,2000,1.0,4,90000,0.405867,1.0,0.0,0.0,3897738.0,43.29999924,27.17,0.3
NonResidential,Small- and Mid-Sized Office,47.64849,-122.35041,2001,1.0,3,96041,0.350986,1.0,0.0,0.0,5413418.0,87.0,37.74,0.39
NonResidential,Large Office,47.64822,-122.34848,1999,1.0,3,280957,0.408707,0.970071,0.029721,0.0,11325513.0,68.69999695,94.47,0.34
NonResidential,Large Office,47.64882,-122.34905,1999,1.0,4,243334,0.423418,0.938143,0.061857,0.0,8651835.0,62.20000076,85.01,0.35
NonResidential,Mixed Use Property,47.6074,-122.33777,1991,1.0,6,154660,0.0,0.659673,0.008979,0.331347,52960796.0,209.3000031,1623.34,10.5
NonResidential,Large Office,47.55146,-122.32832,1982,1.0,5,390295,0.310983,1.0,0.0,0.0,7683885.0,31.60000038,53.57,0.14
NonResidential,Warehouse,47.54983,-122.32858,1967,1.0,2,90000,0.0,0.890687,0.109313,0.0,1429146.375,15.89999962,17.17,0.19
NonResidential,Retail Store,47.55032,-122.32614,1966,1.0,1,50200,0.0,0.484468,0.515532,0.0,1047461.0,20.89999962,32.22,0.64
NonResidential,Small- and Mid-Sized Office,47.66891,-122.38528,1925,1.0,6,94033,0.065934,0.60339,0.39661,0.0,4758198.0,56.59999847,120.24,1.28
NonResidential,Warehouse,47.66724,-122.38553,1941,1.0,2,63240,0.0,0.375314,0.624687,0.0,227566.7031,3.599999905,8.15,0.13
NonResidential,Other,47.66233,-122.3748,2008,1.0,5,322869,0.565102,0.626742,0.373258,0.0,17085344.0,130.6999969,413.35,1.28
NonResidential,Self-Storage Facility,47.64676,-122.37581,1988,1.0,4,130293,0.179595,0.999999,0.0,0.0,465533.3125,3.599999905,3.25,0.02
NonResidential,Warehouse,47.65567,-122.37478,1997,1.0,4,106041,0.0,0.657812,0.342188,0.0,1123943.0,10.60000038,25.58,0.24
NonResidential,Self-Storage Facility,47.63634,-122.3754,1956,1.0,3,94470,0.0,0.432514,0.567486,0.0,1000796.875,10.60000038,33.18,0.35
NonResidential,Large Office,47.59963,-122.32796,2002,1.0,10,181694,0.210167,1.0,0.0,0.0,7637986.0,49.90000153,53.25,0.29
NonResidential,Warehouse,47.54769,-122.3251,1966,1.0,1,22780,0.0,0.999999,0.0,0.0,402051.3125,17.60000038,2.8,0.12
NonResidential,Distribution Center,47.54187,-122.32714,1967,1.0,1,124472,0.0,0.209699,0.790301,0.0,5464762.0,43.90000153,237.36,1.91
NonResidential,Large Office,47.60411,-122.33225,1970,1.0,22,227556,0.433107,1.0,0.0,0.0,8493420.0,37.29999924,59.21,0.26
NonResidential,Distribution Center,47.54187,-122.32714,1967,1.0,1,50065,0.0,0.546751,0.453249,0.0,1529510.25,30.60000038,42.65,0.85
NonResidential,Distribution Center,47.54621,-122.33486,1969,1.0,1,57540,0.0,0.507604,0.492396,0.0,2582687.0,44.90000153,76.68,1.33
NonResidential,Warehouse,47.54853,-122.32814,1966,1.0,1,85400,0.0,1.0,0.0,0.0,1536998.25,18.0,10.72,0.13
NonResidential,Warehouse,47.54912,-122.32819,1966,1.0,1,55700,0.0,1.0,0.0,0.0,519806.0938,9.300000191,3.62,0.06
NonResidential,Small- and Mid-Sized Office,47.54965,-122.3278,1964,1.0,1,53250,0.0,0.584205,0.415795,0.0,1794187.25,34.0,46.93,0.88
NonResidential,Small- and Mid-Sized Office,47.62476,-122.34843,1987,1.0,6,78672,0.361336,0.866397,0.133603,0.0,2179719.75,27.70000076,28.63,0.36
NonResidential,Warehouse,47.71286,-122.34422,1986,1.0,3,64660,0.0,0.730579,0.269421,0.0,325513.0,5.0,6.32,0.1
NonResidential,Mixed Use Property,47.61552,-122.31744,1927,1.0,2,75844,0.26275,0.924722,0.075278,0.0,3684188.5,64.80000305,38.48,0.51
NonResidential,Distribution Center,47.5701,-122.33342,1968,1.0,1,161678,0.0,0.676696,0.323304,0.0,9357230.0,57.59999847,204.81,1.27
NonResidential,Distribution Center,47.56874,-122.33303,1949,1.0,1,101101,0.0,0.999239,0.000761,0.0,21795830.0,215.6000061,152.71,1.51
NonResidential,Distribution Center,47.57023,-122.33241,1980,1.0,1,52613,0.0,0.497308,0.502691,0.0,1061458.25,17.79999924,32.02,0.61
NonResidential,Other,47.56785,-122.33361,1940,1.0,1,56608,0.0,0.834923,0.165076,0.0,5094197.0,89.59999847,74.31,1.31
NonResidential,Refrigerated Warehouse,47.56637,-122.33273,1953,1.0,1,104099,0.0,0.976734,0.023266,0.0,17695420.0,170.0,142.36,1.37
NonResidential,Supermarket / Grocery Store,47.69267,-122.35506,2003,1.0,1,58184,0.128042,0.540693,0.459307,0.0,14715262.0,284.5,414.43,7.12
NonResidential,Supermarket / Grocery Store,47.73315,-122.3105,1980,1.0,1,58480,0.0,0.61674,0.38326,0.0,11054535.0,248.8000031,272.54,4.66
NonResidential,Large Office,47.62029,-122.33078,2005,1.0,6,336700,0.370656,0.869573,0.0,0.0,9058916.0,41.59999847,54.92,0.16
NonResidential,Retail Store,47.62,-122.33027,1996,1.0,4,264008,0.60602,0.735371,0.264628,0.0,9937707.0,100.5,190.61,0.72
NonResidential,Small- and Mid-Sized Office,47.59367,-122.30957,1914,1.0,2,62220,0.0,0.997644,0.002356,0.0,5444253.5,87.80000305,38.55,0.62
NonResidential,Small- and Mid-Sized Office,47.59388,-122.31124,1970,1.0,1,65430,0.0,0.536237,0.463763,0.0,3181045.5,46.20000076,90.24,1.38
NonResidential,Large Office,47.66517,-122.30186,2006,1.0,3,102290,0.414899,0.975326,0.024674,0.0,6062770.5,72.40000153,49.17,0.48
NonResidential,Other,47.6144,-122.30982,1926,1.0,3,80004,0.0,1.0,0.0,0.0,12232124.0,163.3999939,85.28,1.07
NonResidential,Warehouse,47.56407,-122.32765,1991,1.0,2,323916,0.0,0.442181,0.557819,0.0,8024064.5,24.79999924,262.45,0.81
